winery,variety,points,price,amount_of_wines,description
Martellotto,Merlot,87.0,29.0,2,"Aromas are wintery in baking spices and cinnamon stick. Flavors follow suit, awash in rich vanilla and butterscotch with a layering of ripe tropical fruit and apple."
Martellotto,Rosé,87.0,20.0,1,"Honey and tuberose contribute to a powerful Orange Crush aroma on this Rhône white blend of 48% Marsanne, 40% Rousanne and 12% Viognier. Potpourri and flower water carry the palate, with a little slate and slight bitterness on the finish. Serve with a strawberry-spinach salad."
Martha Clara,Bordeaux-style Red Blend,84.0,40.0,1,"This feral, smoky Merlot-based Bordeaux blend relies on a mix of Merlot, Cabernet Sauvignon and Cabernet Franc. Red and black berry fruit intermingle amidst robust, dry tannins to make a statement of size and power."
Martha Clara,Red Blend,82.0,13.0,1,"A brown sugar element, reminiscent of mincemeat pie, leads the nose on this wine, with a bit of Dr Pepper playing backup. The flavors are lean and easy, with roasted fennel and some elderberry fruit."
Martin & Weyrich,Moscato,86.0,12.0,2,"This is a 77% Cabernet Sauvignon with 20% Merlot and a smidgen of Malbec, given almost two years to mellow in 30% new French oak. There's a soft structure at the core of this wine and an overwhelming taste of leathery tannins overshadowing black cherry fruit, the finish slightly bitter."
Martin & Weyrich,Zinfandel,86.0,22.0,2,"Green apple and tangerine figure into this thin-layered wine that's sourced from estate vineyards as well as purchased Russian River Valley fruit. Straightforward and unfussy, the wine is ready to enjoy now."
Martin Lane Winery,Cabernet Sauvignon,88.0,29.0,2,"There's a mildness to this wine that most tastes of dried cherry and cranberry, with a medium-bodied structure of moderate acidity. Forest floor and earthy compost dominate."
Martin Lane Winery,Primitivo,90.0,30.0,1,"Chalky tannin surrounds succulent baked plum and dark cherry, with chocolate and black licorice riding along in the back seat. This is a full-bodied, ripe wine."
Martin Lane Winery,Sangiovese,84.0,25.0,1,"Light aromas of apple, pear and petroleum jelly are followed by crisp acid-driven flavors. Put it on the dinner table to see it at its best."
Martin Lane Winery,Syrah,88.8,28.2,5,"A very pretty pale salmon color, cherry and spice aromas are followed by light, tart, dry, mouthwatering fruit flavors. The concentration seems light but there's still much to enjoy."
Martin Ranch,Cabernet Franc,89.0,35.0,1,"As is often true of Southern Oregon Pinot Noir, this has a rather chunky fruit character, showing a cherry candy flavor. Aged in 30% new French oak, the wine is very lightly toasty, with a touch of heat in the finish."
Martin Ranch,Cabernet Sauvignon,88.67,40.5,6,"This wine has tart acidity that jumps from the glass, a taste of wet stone and lemon zest that's persistent through the midpalate. Along the way, a hint of grass, gooseberry and peach fuzz ride the waves of textured crispness."
Martin Ranch,Carignane,88.67,27.33,3,"Sweet-seeming oak aromas and flavors mingle with ripe fruit notes in this full-bodied, soft-textured and well-priced wine."
Martin Ranch,Chardonnay,86.75,27.5,4,"Ripe yellow apples and touches of banana and pineapple show on the nose of this bottling. It also has a restrained, steely frame to the aromas, along with some flint. Honeysuckle, jasmine and apple-blossom flavors show on the sip, which is quite floral, and also offers white peach and salt."
Martin Ranch,Grenache,87.0,20.0,1,"Red cherry, ripe cranberry, clove, star anise, dried plum skins and slate converge on the fairly complex nose of this bottling, with a label that features a whimsical map of Santa Barbara County. Light cranberry fruit meets with bay leaf on the sip that offers decent grip."
Martin Ranch,Malbec,90.0,40.0,3,"This bold, leathery red includes sizable additions of Petite Sirah, Merlot, Zinfandel and Cabernet Franc. These wrap layers of reduced oak, cedar, dried herb and pepper around a relatively light but round body, with a distinct taste of blackberry."
Martin Ranch,Merlot,91.0,26.0,1,"Dried black cherries, dried herbs, pencil shavings and touches of roasted meat and balsamic vinegar show on the nose of this bottling. The sip conveys smoked berries, dried strawberry, red plum and touches of oregano, marjoram and black pepper."
Martin Ranch,Nebbiolo,92.0,35.0,1,"Kool-aid character, light raspberry fruit, slightly candied, with an artificial tang to the finish."
Martin Ranch,Pinot Noir,88.67,31.83,6,"This full-bodied and densely textured wine has a deep color, aromas like wood smoke and blackberries, and flavors that saturate the palate with berries, clove and dark chocolate notes. It's bold in body, has plenty of tannins for grip, and a lingering, rich finish."
Martin Ranch,Sangiovese,86.25,31.25,4,"Aromas like mint, dried cherry and new oak complement bright, ripe fruit flavors in this full-bodied, densely textured wine. It has a lip-smacking freshness, lively tannins, a lot of complexity and a lingering finish."
Martin Ranch,Sauvignon Blanc,85.67,21.0,3,"From a valley-floor site, this blend of 70% Zinfandel and 30% Cabernet Sauvignon delights in a depth of blackberry and cedar, reflecting well on both varieties. Firm tannin and restrained oak provide room for a touch of gun smoke and pencil lead, with a lengthy finish."
Martin Ranch,Syrah,90.25,33.25,4,"Intriguing aromas of wilting rose petals, turned earth, wild mint and a lamb-like gamey character entertain the nose on this very special bottling. The palate is quite tart with cranberries, pomegranates and strawberries, with the fruits' bright acidity carrying deep into the finish."
Martin Ranch,Viognier,87.0,30.0,1,"A nose of sour cherry and cranberry meshes with sandalwood and savory herbs on this single-site study by the longtime Paso producer. The palate is overflowing with oregano and other dried garden herbs, laid against a juicy red and purple-fruit frame."
Martin Ranch,Zinfandel,87.0,26.0,1,"From Old Wente clones grown on the famous vineyard, this full-bodied, textured wine shows ripe elements of golden honey, Gravenstein apple and toasted vanilla oak. Along the way, it flirts nicely with pear and marzipan, finishing in balanced minerality."
Martin Ray,Cabernet Sauvignon,89.75,60.0,4,"A deep color and oodles of blackberry and boysenberry flavors lend a lot of impact to this full-bodied, ripe and almost jammy-tasting wine. It is generous, layered and concentrated but not overly serious in terms of tannins. Call it big but friendly."
Martin Ray,Chardonnay,91.17,35.0,6,"This wine brings spicy cranberry and strawberry, underscored with a whiff of leather. Flavors punch down and finish strong, with a leathery note that does not preclude the solid fruit."
Martin Ray,Pinot Noir,91.22,37.56,9,"Much like its companion from the Revelation & Sorek Bloc, this offers well-endowed flavors of melon and white peach, along with a touch of citrus. There is a sense of higher acidity, along with lower listed alcohol, rather counter-intuitive as this is the reserve. Pick either one and you'll be pleased."
Martin Ray,Sauvignon Blanc,88.0,25.0,1,"A bit lighter in color than other Rhône blends, certainly due to the 40% Counoise (and bolstered by 36% Mourvèdre and 24% Grenache), this offers a punchy red-currant, orange-rind and chaparral-scrub nose. Fresh cracked black pepper, cranberry-orange-plum juice and a rich earthy tone show on the palate."
Martin Ray,White Blend,88.0,22.0,2,"Blistered red plum, savory herbs, black olive and a touch of green peppercorn show on the nose of this blend of 69% Cabernet Sauvignon, 11% Petit Verdot, 10% Cabernet Franc and 10% Merlot. Pencil lead and black peppercorns come through on the palate, spicing up the black-cherry, clay-earth and roasted-coffee flavors. It goes down easy."
Martin Ray,Zinfandel,90.5,30.0,2,"Dark red in color, there's an intense—for lack of a better word—grapy quality to this rustic wine. Kirsch and orange highlight the experience, before a faint structure falls short on the finish."
Martin Woods,Chardonnay,91.0,35.0,1,A mild streak of vanilla in both the aroma and flavor provides most of the taste and a smooth texture. Modest apple and honey flavors turn up on the finish. It's medium-bodied and soft in balance.
Martin Woods,Gamay,88.5,35.0,2,"Barrel aromas take the lead with notes of vanilla, dill and coconut followed by cherry, herbs and mesquite. Flavors are tart and medium bodied, with the fruit outpaced by the wood."
Martin Woods,Pinot Noir,90.0,40.0,1,"A blend of Chardonnay (60%) and Viognier, this is lightly reductive out of the gate, along with aromas of Band Aid and apple. It drinks a hair off dry, with melon and apple flavors."
Martin Woods,Riesling,89.0,25.0,1,"Thick and chocolaty, this wine is medium in weight, oak and texture, and struggles to show its fruit."
Martinelli,Pinot Noir,92.0,63.0,1,"Muted in somewhat floral sensibilities, this wine features a low dose of oak behind its blend of Merlot, Syrah, Petit Verdot, Cabernet Sauvignon and Malbec. Despite the preponderance of grapes, it somehow lacks fruit and manages to hit but one note, making for a soft, approachable and straightforward wine."
Martinez & Martinez,Bordeaux-style Red Blend,85.0,26.0,1,"Barnyard and gamy aromas are out in front on this blend of Cabernet Sauvignon (70%), Merlot (25%) and Cabernet Franc. The cherry flavors are reserved in style with a lightly chalky feel."
Martinez & Martinez,Cabernet Sauvignon,83.0,45.0,1,"This wine is a field blend of Syrah, Mourvèdre and Grenache from Bishop's vineyard. Aromas of herbs, berry, cumin and wet copper penny are followed by smooth-feeling dark berry flavors with a tart, mesquite-filled finish."
Martinez & Martinez,Carmenère,85.0,38.0,1,"Leathery, dried cherry fruit flavors are set against streaks of earth, herb and a hint of barnyard. It's soft and eminently accessible, the tannins smooth and supple, with a hint of vanilla."
Martinez & Martinez,Pinot Grigio,86.0,17.0,1,"Whole clusters of Syrah are co-fermented with Viognier to create this tight, concisely crafted wine. This is a firm expression of field and grape, with bright berry fruit and chocolaty tannins. The slightly chalky finish may smooth out with a bit more bottle age."
Martinez & Martinez,Red Blend,85.0,20.0,1,"Another successful vintage for this wine, it maintains a clean, well-defined mouthfeel that barely registers the 1.3% residual sugar. The aromas of pear, melon and citrus rind introduce similar flavors, along with a suggestion of sweet orange candy."
